lotid	pass
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	False
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	False
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	False
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	False
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	False
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	False
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	False
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	False
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	False
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
1	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	False
2	True
2	True
2	True
2	True
2	True
2	True
2	True
2	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	False
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	False
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	False
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	False
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	False
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	False
3	True
3	True
3	False
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	False
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	False
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
3	True
